ExciseTaxNbr,Month,Day,Year,SalePrice,PropertyType,PropertyClass,PrincipalUse,SaleInstrument,SaleReason,AFHistoricProperty
2385737,03,19,2009,0,3,2,7,15,14,N
2634546,11,14,2012,0,3,8,6,18,16,N
1257529,07,10,1992,0,3,3,0,15,18,N
1746789,04,04,2000,212500,3,8,6,3,1,N
2705309,12,10,2014,140000,3,3,2,3,1,N
1446902,09,08,1995,73200,3,8,0,18,4,N
1359235,02,18,1994,1304687,3,2,0,18,18,N
2242411,10,09,2006,363000,2,3,2,3,1,N
2562660,08,31,2012,240000,3,8,6,3,1,N
1308665,05,11,1993,0,3,3,2,15,9,N
1908741,08,26,2002,0,3,8,6,15,13,N
846723,10,10,1985,121800,3,8,0,2,1, 
1235703,03,11,1992,133000,3,3,0,2,1,N
3071779,09,21,2020,526449,14,3,2,2,1,N
3032805,02,06,2020,224000,3,3,2,3,1,N
2025093,03,08,2004,460000,3,8,6,3,1,N
1191532,05,22,1991,125000,2,3,0,2,1,N
1620584,04,25,1998,0,3,8,6,3,16,N
1832751,07,26,2001,217500,3,8,6,3,1,N
3012720,09,11,2019,62566,3,3,2,15,18,N
2735404,06,01,2015,778000,3,8,6,3,1,N
1758806,06,07,2000,178000,2,3,2,3,1,N
1629376,07,28,1998,220000,3,2,6,3,1,N
3006058,08,16,2019,325000,3,3,2,3,1,N
2346402,04,29,2008,620000,2,3,2,3,1,N
2580753,12,14,2012,0,3,7,6,26,4,N
2547443,11,04,2011,0,3,2,7,4,16,N
2713027,01,30,2015,442000,3,8,6,3,1,N
2778860,01,15,2016,20000,1,7,2,15,1,N
3092013,12,15,2020,0,11,8,6,15,18,N
1239634,03,20,1992,126500,3,8,0,2,1,N
1903543,08,09,2002,239900,2,3,2,3,1,N
2015166,12,13,2003,0,3,8,6,15,10,N
3088503,12,07,2020,1911500,11,8,6,2,1,N
2492831,05,23,2011,460000,2,3,2,3,1,N
2376349,12,29,2008,179831,3,8,6,3,14,N
1126235,03,14,1990,319000,3,8,0,2,1,N
2842867,12,29,2016,800000,11,8,6,3,1, 
2965138,12,03,2018,430000,11,8,6,3,1,N
2206131,05,09,2006,0,3,8,6,15,10,N
1869158,02,20,2002,1530000,2,8,6,3,5,N
1107500,12,08,1989,0,2,3,0,15,9,N
1462610,12,13,1995,0,3,8,0,15,13,N
3069633,09,02,2020,3190000,11,8,6,2,1,N
2843923,12,30,2016,1140000,3,8,6,3,1,N
1408502,12,07,1994,164500,3,8,0,2,1,N
2356957,07,21,2008,389950,3,3,2,3,1,N
2388450,04,24,2009,129900,3,3,2,22,1,N
1627049,11,21,1997,50000,3,3,2,15,5,N
2477375,04,30,2010,0,3,3,2,3,16,N
2477375,04,30,2010,0,3,3,2,3,16,N
2842901,11,16,2016,0,3,8,6,15,5,N
1455667,11,01,1995,46500,0,0,0,0,0, 
2581402,12,21,2012,172000,4,9,6,22,8,N
2456304,08,01,2010,260000,3,8,6,3,1,N
2531565,02,22,2012,247000,3,8,6,22,18, 
2814981,08,09,2016,0,3,3,2,15,10,N
2679645,07,03,2014,255000,3,8,6,3,1,N
2054181,07,08,2004,700000,1,8,6,3,1,N
2054181,07,08,2004,700000,1,8,6,3,1,N
2054181,07,08,2004,700000,1,8,6,3,1,N
2054181,07,08,2004,700000,1,8,6,3,1,N
2709576,01,08,2015,760000,3,8,6,3,1, 
1771157,08,15,2000,239000,3,8,6,3,1,N
1842319,07,25,2001,0,2,8,0,15,10,N
2535597,03,27,2012,142500,3,8,6,15,1,N
2697753,10,24,2014,1375000,3,8,6,3,1,N
1960873,03,25,2003,0,3,8,6,15,5,N
1827391,06,21,2001,140000,3,3,2,3,1,N
2209514,05,18,2006,416700,3,8,6,3,1,N
2418398,11,13,2009,405500,3,8,6,3,1,N
2625546,08,02,2013,595000,3,8,6,3,1,N
1876356,03,20,2002,139000,3,8,6,10,8,N
2118170,03,24,2005,0,3,8,6,15,16,N
3063968,08,17,2020,624950,11,8,6,2,1,N
1432152,05,15,1995,0,3,2,4,15,10,N
2571968,10,29,2012,0,3,3,2,15,13,N
1260212,07,13,1992,0,3,8,0,15,9,N
1620367,06,16,1998,229000,3,8,6,3,1,N
2192546,03,08,2006,409000,3,3,2,3,1,N
1680789,04,20,1999,0,3,8,6,15,10,N
2180070,01,03,2006,0,1,7,6,15,18,N
1115283,02,06,1990,0,3,3,0,15,8,N
2937690,06,22,2018,0,11,8,6,15,1,N
1494393,06,01,1996,0,3,8,6,15,5,N
2886417,08,18,2017,1099999,2,8,6,3,1,N
2765597,11,06,2015,0,3,2,7,15,18,N
766728,03,29,1984,95000,3,8,0,2,1, 
1491822,06,17,1996,0,3,8,6,15,10,N
2763926,10,23,2015,315000,3,3,2,3,1,N
1988412,09,12,2003,199925,2,3,2,3,1,N
1376220,05,04,1994,0,3,3,0,2,18,N
1376220,05,04,1994,0,3,3,0,2,18,N
1675572,03,24,1999,0,3,8,6,15,13,N
1951408,04,11,2003,510000,3,8,6,3,1,N
1671094,03,03,1999,145000,3,8,6,3,8,N
1324243,07,27,1993,0,3,2,0,15,18,N
1797282,01,02,2001,22500,1,7,6,3,1,N
1797282,01,02,2001,22500,1,7,6,3,1,N
2718606,03,13,2015,719521,3,8,6,3,1,N
2361556,08,23,2008,560000,3,8,6,3,1,N
1523256,01,08,1997,271888,3,8,6,3,1,N
1898883,06,27,2002,209500,2,8,6,3,1,N
1402475,10,27,1994,116950,3,8,0,2,1,N
1893800,06,18,2002,0,3,3,2,15,14,N
1656729,12,14,1998,133000,3,8,6,3,1,N
1265901,08,31,1992,0,3,8,0,15,18,N
2322897,11,30,2007,764000,3,8,6,3,1,N
1563851,08,29,1997,201000,1,7,6,3,1,N
1563851,08,29,1997,201000,1,7,6,3,1,N
3093052,12,15,2020,0,11,8,6,15,18,N
1642928,10,02,1998,0,3,3,2,15,10,N
2137472,07,05,2005,327276,3,8,6,3,1,N
2697918,10,22,2014,475200,3,8,6,4,1,N
1429776,05,24,1995,238500,3,8,6,2,18,N
2929201,05,04,2018,850000,11,8,6,3,1,N
2786473,03,22,2016,570000,3,8,6,3,1,N
1995351,10,14,2003,0,3,8,4,15,5,N
1429925,05,23,1995,184990,2,3,2,2,1,N
1948621,03,24,2003,160000,1,7,6,3,1,N
2001512,11,05,2003,300000,3,8,6,3,1,N
2700916,11,04,2014,952000,3,8,6,3,1,N
2968632,12,31,2018,1085000,11,8,6,3,1,N
2682856,07,29,2014,731100,3,8,6,3,1,N
1287902,01,02,1993,0,3,8,0,2,9,N
3032919,02,07,2020,0,3,8,6,15,19,N
2884170,08,02,2017,0,3,8,6,15,11,N
1686650,05,13,1999,116000,1,7,6,2,1,N
1034567,11,29,1988,89745,3,8,0,2,1,N
1034567,11,29,1988,89745,3,8,0,2,1,N
1034567,11,29,1988,89745,3,8,0,2,1,N
2210302,05,24,2006,361950,2,8,6,3,1,N
1368000,04,04,1994,210000,2,8,0,2,1,N
2803856,06,15,2016,675000,3,8,6,3,1,N
2051148,06,15,2004,135000,1,7,6,3,1,N
2246958,10,10,2006,710000,3,8,6,3,1,N
1957295,05,05,2003,200000,1,7,6,3,1,N
2567701,09,13,2012,0,3,8,6,3,4,N
1672989,03,01,1999,189500,3,8,6,3,18,N
3069370,09,04,2020,830000,11,8,6,2,1,N
2898943,10,23,2017,215000,11,8,6,3,1,N
1826120,06,21,2001,242000,2,8,6,3,1,N
1373541,05,02,1994,390000,3,8,0,2,1,N
3035592,02,25,2020,0,3,3,2,15,13,N
1996082,10,13,2003,578500,3,8,6,3,1,N
1301377,03,25,1993,55000,3,2,4,15,8,N
1269320,09,02,1992,100000,3,8,0,2,8,N
2132009,06,14,2005,174500,0,8,6,3,8,N
2099699,01,26,2005,0,3,8,6,15,13,N
1814633,04,24,2001,0,3,8,6,15,13,N
2056929,07,20,2004,115000,6,3,2,3,1,N
2524963,12,28,2011,2300000,3,2,7,3,1,N
2524963,12,28,2011,2300000,3,2,7,3,1,N
1935959,01,23,2003,699995,3,8,6,22,1,N
1252111,06,02,1992,0,3,8,0,15,9,N
1313698,06,16,1993,0,3,8,0,15,18,N
1481706,04,24,1996,200000,3,3,2,3,1,N
1544473,05,08,1997,143000,3,8,6,3,1,N
1852731,11,13,2001,207500,2,3,2,3,1,N
2092018,12,15,2004,385000,2,8,6,3,1,N
1593512,02,10,1998,0,3,8,6,15,10,N
1574286,10,08,1997,132000,3,8,6,3,1,N
2108763,03,06,2005,315663,2,8,6,3,1,N
1972977,07,10,2003,413203,2,8,6,3,1,N
2641139,11,05,2013,749000,3,8,6,3,1,N
2586439,01,23,2013,158209,3,8,6,18,4,N
1906458,08,27,2002,0,3,8,6,15,10,N
2542698,05,07,2012,295000,3,3,2,3,1,N
2894260,09,27,2017,327000,11,8,6,3,1,N
1438189,07,06,1995,40000,1,7,6,3,1,N
2586152,12,31,2012,0,3,8,6,15,18,N
2259882,11,01,2006,0,3,8,6,3,13,N
2772546,12,17,2015,0,3,1,7,24,18,N
2420324,11,27,2007,0,3,8,6,15,8,N
2096109,01,11,2005,545000,3,8,6,3,5,N
2874723,06,29,2017,125500,3,8,6,3,1,N
1834123,07,11,2001,0,3,3,2,15,10,N
2958140,10,12,2018,4498500,13,2,7,3,1,N
1338777,10,22,1993,108500,3,8,0,2,1,N
2399646,07,14,2009,0,3,8,6,15,18,N
2043258,05,13,2004,285000,3,8,6,3,1,N
2692838,09,24,2014,0,3,8,6,15,13,N
1837816,08,17,2001,176500,3,8,6,3,1,N
1567207,09,02,1997,0,0,0,0,15,14,N
2151465,08,26,2005,349950,3,8,6,3,1,N
781813,06,29,1984,831000,2,3,0,2,1, 
2561788,08,28,2012,429000,3,8,6,3,1,N
2686022,08,13,2014,167000,3,3,2,3,1,N
2873518,06,22,2017,640000,3,8,6,3,1,N
2146749,08,08,2005,2670000,3,8,6,3,5,N
1020334,08,31,1988,71950,3,8,0,2,1,N
1978221,08,01,2003,320000,3,8,6,3,1,N
2104352,02,15,2005,225000,3,8,6,3,1,N
2435094,03,25,2010,439950,2,8,6,3,1,N
734124,07,29,1983,166204,2,8,0,2,1, 
1426054,04,25,1995,0,3,8,6,15,9,N
3004093,08,05,2019,0,3,8,6,15,10,N
1773573,08,29,2000,142500,3,8,6,3,1,N
2719104,03,16,2015,525000,3,8,6,3,1,N
1257797,07,07,1992,165000,3,8,6,2,1,N
933594,03,30,1987,12833,1,7,6,2,1,N
1211635,10,01,1991,110000,3,8,0,2,1,N
2473856,01,05,2011,0,3,8,6,18,4,N
2868386,05,24,2017,0,3,8,6,24,18,N
1319424,07,12,1993,55000,3,3,0,10,1,N
3035635,03,14,2019,0,3,8,6,15,8,N
1442240,08,05,1995,205000,3,8,2,3,1,N
1442240,08,05,1995,205000,3,8,2,3,1,N
1442240,08,05,1995,205000,3,8,2,3,1,N
901924,09,30,1986,124000,1,7,0,2,1,N
2760615,10,02,2015,495000,3,8,6,3,1,N
2922453,03,23,2018,235000,3,3,2,3,1,N
2871898,06,13,2017,930000,11,8,6,3,1, 
2776428,01,13,2016,101000,3,3,2,3,5,N
1482742,04,12,1996,0,3,8,6,15,13,N
1380311,06,10,1994,153000,4,9,6,2,1,N
2182932,01,18,2006,225900,3,3,2,3,1,N
3057071,07,08,2020,190000,14,3,2,2,1,N
1942611,02,27,2003,197950,3,3,2,3,1,N
2531086,02,15,2012,0,3,8,6,15,13,N
2501615,07,18,2011,365500,3,8,6,3,1, 
2155656,09,12,2005,681000,2,8,6,3,1,N
2552661,07,09,2012,63600,2,8,6,15,18,N
1917224,10,18,2002,196000,3,8,6,4,1,N
1995883,10,15,2003,78000,6,3,2,3,1,N
2022280,02,24,2004,0,3,8,0,15,8,N
1687828,05,25,1999,93500,3,3,2,3,1,N
2147592,08,11,2005,189950,3,3,2,3,1,N
2473937,01,06,2011,0,3,8,6,18,4,N
2608232,05,15,2013,146000,3,3,2,22,18,N
1597900,03,04,1998,199202,2,3,2,3,1,N
3106414,03,18,2021,600000,11,8,6,2,1,N
1705580,08,16,1999,0,3,8,6,15,10,N
1787144,11,14,2000,0,3,8,6,15,18,N
2181631,01,09,2006,1200000,3,8,6,3,1,N
2761654,09,23,2015,241000,3,8,6,3,1,N
3050165,06,02,2020,1385000,11,8,6,2,1,N
1771675,08,16,2000,205000,3,8,6,3,1,N
2373054,11,20,2008,1009928,2,3,2,3,1,N
2023896,03,09,2004,387000,3,8,6,3,1,N
2980691,03,13,2019,0,3,8,6,15,19,N
1586076,12,23,1997,178000,3,8,6,3,1,N
2773437,03,12,2015,0,3,3,2,3,16,N
2773437,03,12,2015,0,3,3,2,3,16,N
2806611,06,24,2016,489950,2,8,6,3,1,N
1224867,12,26,1991,0,3,8,0,15,9,N
1733200,12,30,1999,0,3,8,6,15,14,N
1804759,03,07,2001,116990,2,3,2,3,1,N
1608501,04,23,1998,92500,3,3,2,3,1,N
2133570,06,22,2005,184000,3,3,2,3,1,N
2892943,09,29,2017,2300000,3,2,7,3,1,N
2345588,05,07,2008,199950,3,3,2,3,1,N
1777825,09,19,2000,178950,3,8,6,3,1,N
3020690,10,30,2019,1255000,11,8,6,3,1,N
1399878,10,14,1994,47000,0,0,0,0,0, 
3070994,09,16,2020,565000,11,8,6,2,1,N
2309466,09,04,2007,430000,3,8,6,3,1,N
2012677,01,08,2004,465000,3,8,6,3,1,N
1673923,03,16,1999,255000,2,8,6,3,1,N
2516447,10,27,2011,0,3,8,6,18,4, 
1770138,08,10,2000,1200000,3,7,6,3,1,N
2481418,03,01,2011,90000,3,8,6,3,1,N
1740391,03,07,2000,210000,3,8,6,3,1,N
1593242,02,09,1998,170000,3,8,6,3,1,N
2062778,08,11,2004,0,3,8,6,15,10,N
2646980,04,21,2012,0,3,8,6,15,11,N
1607184,04,20,1998,158900,3,8,6,3,1,N
2513282,09,29,2011,100000,3,8,6,3,1,N
1328849,08,18,1993,143000,3,8,0,2,1,N
2880668,07,25,2017,295000,4,9,6,3,18,N
2081505,11,01,2004,0,3,8,6,15,13,N
1998808,10,21,2003,305000,3,8,6,3,1,N
2382381,02,26,2009,0,3,8,6,15,18,N
2142959,07,28,2005,199900,3,8,6,3,1,N
3086673,08,12,2020,0,11,8,6,15,18,N
2815300,08,05,2016,600000,11,8,6,3,1, 
2020500,02,24,2004,333500,3,8,6,3,1,N
1635895,08,28,1998,187300,3,8,6,2,1,N
2506575,08,18,2011,0,3,8,6,15,14,N
2398149,06,26,2009,0,3,8,6,15,10,N
1908867,08,28,2002,119849,3,8,6,15,14,N
1350239,12,16,1993,15000,0,0,0,0,0, 
2948876,08,20,2018,419000,11,8,6,3,1,N
1906716,08,20,2002,0,3,3,2,18,4,N
1729111,12,16,1999,450000,3,8,6,3,8,N
1274935,10,20,1992,71000,3,8,0,2,1,N
2707726,12,17,2014,248000,3,3,2,3,1,N
2094518,12,16,2004,30000,1,7,6,0,18,N
3101066,02,02,2021,1615000,11,8,6,2,1,N
1541047,04,10,1997,546000,3,8,6,3,1,N
1315277,06,14,1993,0,3,3,0,2,9,N
1315277,06,14,1993,0,3,3,0,2,9,N
1051752,03,15,1989,40000,1,7,0,2,8,N
1051752,03,15,1989,40000,1,7,0,2,8,N
2076845,10,12,2004,305500,3,8,6,3,1,N
3075183,10,01,2020,600000,11,8,6,2,1,N
689500,09,20,1982,180000,3,8,6,2,1, 
2018518,02,06,2004,249000,3,8,6,3,1,N
2813396,07,25,2016,0,2,8,6,15,13,N
2627121,08,22,2013,890000,3,8,6,3,1,N
1905770,08,19,2002,313500,2,8,6,3,1,N
1892127,06,07,2002,0,3,8,6,18,4,N
2124050,05,13,2005,237000,3,8,6,3,1,N
1621884,06,25,1998,279500,3,8,6,3,1,N
1788728,11,27,2000,300,1,7,6,15,8,N
1579184,11,13,1997,137500,3,8,6,3,1,N
1587340,12,30,1997,0,4,9,0,15,10,N
2282868,04,30,2007,0,3,2,7,15,18,N
1341660,11,02,1993,88000,3,8,0,2,1,N
1986557,09,04,2003,439500,3,8,6,3,1,N
2131975,06,17,2005,151095,3,8,6,15,14,N
1308840,05,06,1993,70000,1,7,0,2,18,N
1308840,05,06,1993,70000,1,7,0,2,18,N
1819414,05,23,2001,325000,3,8,6,3,1,N
2419159,11,23,2009,230000,3,8,6,3,1,N
2352969,06,26,2008,655000,3,8,6,3,1,N
2315155,10,03,2007,249900,3,8,6,22,1,N
2655843,02,19,2014,225000,1,7,6,3,1, 
2670407,05,19,2014,600000,3,2,7,4,1,N
1706688,08,16,1999,0,3,8,6,15,13,N
1093588,10,20,1989,69950,4,9,0,26,1,N
1907260,08,29,2002,550000,3,8,6,3,6,N
1452001,10,06,1995,472500,3,8,6,18,4,N
2452788,07,28,2010,0,3,8,6,18,4,N
860267,01,14,1986,26000,1,7,0,2,1, 
1248818,05,27,1992,0,3,8,0,15,18,N
2574677,11,03,2012,0,3,8,6,15,11,N
3076738,10,05,2020,785000,11,8,6,2,1,N
2235756,08,23,2006,0,3,8,6,15,14,N
2203439,04,24,2006,293000,3,8,6,3,1,N
1616899,06,02,1998,146990,2,3,2,3,1,N
1925337,11,26,2002,0,3,8,6,15,10,N
2592067,02,28,2013,473940,3,8,6,18,4,N
1551695,06,25,1997,24000,1,7,6,3,1,N
1313295,06,09,1993,184038,3,8,0,18,4,N
746923,10,24,1983,69950,3,8,6,2,1, 
2236109,09,01,2006,35003,3,8,6,15,18,N
1814372,04,19,2001,277000,3,2,6,3,1,N
1522527,01,03,1997,138500,3,8,6,22,1,N
1878194,03,15,2002,0,2,2,11,4,18,N
1773498,08,23,2000,289000,3,8,6,3,1,N
1383797,07,05,1994,37500,1,7,0,2,8,N
1779266,09,27,2000,484950,3,8,6,3,1,N
2782527,02,24,2016,370000,3,8,6,3,1,N
2238854,09,19,2006,400000,3,8,6,3,1,N
796103,10,05,1984,55000,3,8,0,2,1, 
3018968,11,01,2019,789950,2,8,6,3,1,N
796637,10,09,1984,160000,2,8,0,2,1, 
1742307,03,07,2000,177000,3,8,6,3,1,N
2634598,09,23,2013,265900,2,8,6,3,1,N
1001641,05,17,1988,59950,3,8,0,2,1,N
3011467,09,21,2019,0,3,8,6,4,18,N
1445499,08,28,1995,253000,3,8,6,3,1,N
1762673,06,26,2000,228950,2,8,6,3,1,N
2302663,07,26,2007,295000,3,8,6,3,1,N
3083211,11,06,2020,607000,3,8,6,3,1,N
1502004,08,20,1996,154990,2,8,6,3,1,N
2094111,12,17,2004,611000,3,2,6,3,1,N
2496583,06,06,2011,0,3,8,6,18,4,N
870414,03,31,1986,81000,3,8,0,2,1,N
3033300,02,11,2020,0,3,8,6,15,5,N
1468782,01,30,1996,238000,1,7,6,15,1,N
1468782,01,30,1996,238000,1,7,6,15,1,N
1468782,01,30,1996,238000,1,7,6,15,1,N
1468782,01,30,1996,238000,1,7,6,15,1,N
1468782,01,30,1996,238000,1,7,6,15,1,N
2221955,07,10,2006,349500,3,8,6,3,1,N
1587345,12,26,1997,155000,2,3,2,3,1,N
2899354,10,29,2017,950000,3,8,6,3,1,N
3010864,09,17,2019,480000,11,8,6,3,1,N
1513026,10,21,1996,196500,3,8,6,3,1,N
1926495,12,01,2002,550000,3,8,6,3,1,N
3003406,06,25,2019,460000,11,8,6,3,1,N
3093448,01,06,2021,650000,11,8,6,27,1,N
2008626,12,05,2003,308107,3,3,2,3,1,N
1947665,03,20,2003,198745,3,3,2,3,1,N
1955079,04,22,2003,325000,3,8,6,3,1,N
1713844,09,27,1999,179950,3,3,2,3,1,N
2649899,10,29,2013,0,3,2,7,15,11,N
2281690,04,17,2007,0,3,8,6,2,5,N
1251980,06,05,1992,94500,3,3,0,2,1,N
1449401,09,12,1995,223000,3,8,6,3,1,N
1733232,01,12,2000,0,3,8,6,15,5,N
1394006,09,06,1994,0,3,3,0,15,18,N
1977014,07,23,2003,315511,3,8,6,3,1,N
2426063,12,13,2007,0,3,8,6,3,16,N
2768738,11,24,2015,866000,3,8,6,3,1,N
1369407,04,11,1994,245000,3,8,6,2,1,N
2093366,12,16,2004,305235,2,8,6,3,1,N
2546942,06,01,2012,277000,3,8,6,3,1,N
2996697,06,26,2019,655000,11,8,6,3,1,N
2422104,12,10,2009,904960,3,2,7,22,1,N
1577269,11,03,1997,200000,3,8,6,3,1,N
2255847,12,13,2006,177500,3,8,6,3,1,N
2498420,06,28,2011,495000,3,3,2,3,1,N
3045875,04,15,2020,599000,10,8,6,2,1,N
1789573,11,21,2000,217000,3,8,6,3,1,N
1577422,10,10,1997,0,3,8,6,15,10,N
2030413,04,01,2004,234500,3,8,6,3,1,N
1938146,02,03,2003,442000,3,8,6,3,1,N
2851051,02,22,2017,0,3,8,6,15,18,N
3016126,10,14,2019,2171780,3,8,7,3,18,N
3016126,10,14,2019,2171780,3,8,7,3,18,N
3016126,10,14,2019,2171780,3,8,7,3,18,N
2248419,11,01,2006,0,3,8,6,15,10,N
2294315,06,27,2007,920000,3,2,7,3,1,N
2294315,06,27,2007,920000,3,2,7,3,1,N
2496327,06,08,2011,210000,3,3,2,3,1,N
674736,04,14,1982,52000,3,8,0,10,1, 
2406803,09,01,2009,857500,3,8,6,3,1,N
2406803,09,01,2009,857500,3,8,6,3,1,N
2351934,06,23,2008,0,3,2,11,15,18,N
2351934,06,23,2008,0,3,2,11,15,18,N
2351934,06,23,2008,0,3,2,11,15,18,N
1886393,05,16,2002,374950,3,8,6,3,1,N
1522775,11,03,1996,0,3,8,6,15,5,N
2026576,03,24,2004,229500,3,3,2,3,1,N
1232312,02,21,1992,127500,3,8,0,2,1,N
1760564,06,21,2000,103950,3,3,2,3,1,N
2129996,06,02,2005,242500,3,8,6,3,8,N
1444037,08,23,1995,0,3,8,6,15,18,N
2873117,06,16,2017,900000,10,8,6,3,1, 
2475459,12,16,2010,400000,3,8,6,4,1,N
2041850,05,21,2004,229000,3,8,6,3,1,N
1320371,06,29,1993,0,3,8,0,15,18,N
2396221,06,22,2009,0,3,2,7,15,18,N
1016421,08,15,1988,112000,3,8,0,2,1,N
2610082,05,29,2013,1400000,3,3,2,3,1,N
2576711,11,27,2012,412000,3,3,2,3,1,N
1634261,08,14,1998,0,3,8,6,15,13,N
2845422,01,17,2017,0,3,8,6,15,13,N
3041579,04,01,2020,0,3,8,6,15,5,N
2539471,04,19,2012,750000,3,8,6,3,1, 
1669207,10,30,1998,0,3,8,6,15,5,N
1698450,07,14,1999,210000,3,0,6,3,1,N
1262206,08,05,1992,10080,1,7,0,15,9,N
1388957,07,26,1994,127500,3,8,6,2,1,N
2481613,02,28,2011,219950,3,8,6,3,1,N
1294296,02,18,1993,130000,3,8,0,2,1,N
1563884,08,12,1997,239000,3,8,6,2,1,N
1160003,10,01,1990,79950,3,8,6,2,1,N
1230619,02,11,1992,122500,3,8,6,2,1,N
1420926,03,14,1995,155675,2,8,6,2,1,N
2931821,04,23,2018,0,2,2,7,15,18,N
2931821,04,23,2018,0,2,2,7,15,18,N
2931821,04,23,2018,0,2,2,7,15,18,N
2931821,04,23,2018,0,2,2,7,15,18,N
2034003,04,19,2004,152900,3,3,2,22,1,N
2400976,07,17,2009,579000,3,8,6,3,1,N
2812394,07,25,2016,0,3,2,7,15,5,N
2513862,10,04,2011,821000,3,8,6,3,5,N
1170816,12,31,1990,168000,3,8,0,2,1,N
1130841,04,24,1990,0,3,8,0,15,8,N
2082216,10,11,2004,887500,3,3,2,3,1,N
2645988,12,12,2013,0,3,8,6,15,13,N
1450646,09,18,1995,0,3,8,6,24,8,N
2817160,08,17,2016,0,3,8,6,15,10,N
2467841,11,19,2010,145000,3,3,2,3,1,N
2228614,08,09,2006,1135000,3,8,6,3,1,N
2325874,12,17,2007,0,3,3,2,15,10,N
1470872,02,22,1996,85000,3,8,6,3,1,N
1791490,12,01,2000,166000,3,8,6,24,8,N
2873243,06,26,2017,352500,1,1,7,15,18,N
3054336,06,23,2020,0,11,8,6,15,18,N
1784637,10,27,2000,237500,3,8,6,3,1,N
893869,08,20,1986,81000,3,8,0,2,1, 
1473318,02,18,1996,0,3,3,2,15,5,N
2996817,06,26,2019,475000,11,8,6,3,1,N
2494374,06,01,2011,0,3,3,2,18,4,N
2742645,07,09,2015,3050000,3,2,7,3,1,N
2431032,03,02,2010,274953,3,8,6,18,4,N
2711170,10,14,2013,0,3,3,2,2,5,N
1229730,01,18,1992,133250,3,8,6,2,1,N
2683871,07,31,2014,316000,3,8,6,3,1,N
2618022,07,10,2013,440000,3,8,6,3,1, 
1542312,05,02,1997,151250,3,8,6,18,4,N
2204731,03,01,2006,0,3,8,6,15,14,N
1538158,04,10,1997,129950,3,8,6,3,1,N
2433892,03,19,2010,0,3,8,6,18,4,N
1221991,12,05,1991,220000,3,8,6,2,1,N
1825755,06,25,2001,172000,3,8,6,3,1,N
1310759,05,24,1993,150500,3,8,6,2,1,N
1396846,06,02,1994,100,1,1,0,2,0,N
2531339,02,22,2012,150000,3,8,6,22,18,N
2852350,03,04,2017,152644,3,8,6,15,18,N
1574601,10,27,1997,146000,3,3,2,3,1,N
2670418,05,23,2014,360000,3,8,6,3,1,N
2764165,10,27,2015,0,3,8,6,15,10,N
2981586,04,05,2019,0,10,8,6,3,1,N
1991289,08,20,2003,0,3,8,6,15,10,N
2667002,05,01,2014,380000,3,8,6,3,1,N
2120800,04,07,2005,0,3,8,6,15,18,N
2120800,04,07,2005,0,3,8,6,15,18,N
3046417,05,01,2020,1150000,11,8,6,2,1,N
2000179,09,17,2003,0,3,2,11,15,5,N
885182,06,16,1986,0,3,8,0,2,16,N
2483199,03,04,2011,445000,3,8,6,3,1,N
2421699,12,11,2009,301500,3,8,6,3,14,N
2288676,05,31,2007,459000,3,8,6,3,1,N
2000448,10,24,2002,0,3,8,6,15,13,N
3020138,10,29,2019,523750,3,8,6,3,18,N
3020138,10,29,2019,523750,3,8,6,3,18,N
1956207,04,30,2003,0,3,8,6,15,13,N
1964536,06,02,2003,0,3,8,6,15,13,N
2456816,08,25,2010,260000,3,3,2,3,1,N
1970936,06,27,2003,309900,2,3,2,3,1,N
1593815,02,11,1998,75000,3,3,2,3,1,N
1438206,06,19,1995,0,3,8,6,15,5,N
2840251,12,13,2016,847915,2,8,6,3,1,N
2173594,11,10,2005,0,3,2,2,15,18,N
900392,09,22,1986,73500,3,8,0,2,1,N
2950688,08,28,2018,575000,11,8,6,3,1,N
1673520,03,15,1999,212000,3,8,6,3,1,N
1954849,04,16,2003,385000,3,8,6,3,1,N
1131927,04,19,1990,95000,3,8,0,2,1,N
2672487,06,09,2014,1508009,2,8,6,3,1,N
2976405,03,04,2019,380000,11,8,6,3,1,N
3059145,07,20,2020,2935000,11,8,6,2,1,N
2845106,01,12,2017,363750,11,8,6,3,1, 
2489881,04,28,2011,829000,3,8,6,3,1,N
1566267,08,18,1997,250000,3,8,6,3,1,N
2020712,02,24,2004,0,3,8,6,15,18,N
1034567,11,29,1988,89745,3,8,0,2,1,N
2433954,03,25,2010,567000,3,8,6,3,1,N
1583905,12,15,1997,238950,3,8,6,3,1,N
1028683,10,11,1988,249950,3,8,0,2,1,N
1461636,12,19,1995,805652,1,7,0,3,1,N
1461636,12,19,1995,805652,1,7,0,3,1,N
2734939,06,01,2015,337000,3,8,6,3,1, 
1861568,10,24,2001,0,3,8,0,15,11,N
2716140,02,24,2015,290000,3,8,6,3,1,N
2666713,05,02,2014,2500,11,8,6,26,1, 
2132282,06,17,2005,275000,3,8,6,3,1,N
3083948,11,19,2020,1650000,11,8,6,2,1,N
2245269,09,27,2006,146236,3,8,6,15,14,N
1793130,12,18,2000,185000,3,3,2,3,1,N
869850,03,27,1986,60000,3,8,6,2,1, 
2286428,05,17,2007,370000,3,8,6,3,8,N
2282280,04,09,2007,0,3,8,6,15,18,N
1480219,04,15,1996,0,3,3,2,4,8,N
2489224,04,22,2011,353000,3,8,6,3,1, 
