ExciseTaxNbr,Month,Day,Year,SalePrice,PropertyType,PropertyClass,PrincipalUse,SaleInstrument,SaleReason,AFHistoricProperty
1266627,08,13,1992,244000,3,8,0,2,1,N
2936734,06,12,2018,800000,3,8,6,3,18,N
2941058,06,28,2018,0,11,8,6,15,1,N
1896189,06,27,2002,395000,3,8,6,3,1,N
1314813,06,16,1993,0,3,8,0,15,18,N
1648002,10,23,1998,0,3,8,6,15,13,N
2967900,12,21,2018,0,3,8,6,15,18,N
2004813,11,20,2003,0,0,0,0,15,10,N
1548022,05,16,1997,0,3,8,6,15,18,N
2056694,07,19,2004,174000,3,3,2,3,5,N
2166600,10,26,2005,0,3,8,6,15,14,N
1977694,07,25,2003,386000,0,8,6,3,1,N
2483196,03,14,2011,50000,2,7,6,3,1, 
2707615,12,19,2014,950000,3,3,2,3,1,N
2032422,04,16,2004,429950,3,8,6,3,1,N
1619553,06,17,1998,84950,3,3,2,3,1,N
2646496,12,18,2013,0,3,2,7,15,18,N
1787271,11,02,2000,0,3,8,6,15,10,N
2372391,11,01,2008,145000,3,3,2,3,14,N
2115453,04,07,2005,134950,6,3,2,3,1,N
2319926,11,07,2007,305622,2,3,2,3,1,N
2441445,05,13,2010,0,3,8,6,22,18,N
2356874,07,17,2008,327000,3,3,2,3,1,N
2132470,06,10,2005,0,3,8,6,15,10,N
2674930,06,17,2014,240000,3,3,2,3,1,N
2182506,01,18,2006,173000,3,3,2,3,1,N
2031233,03,22,2004,0,3,8,6,15,11,N
2507010,08,22,2011,0,3,8,6,18,4,N
2230520,08,17,2006,0,3,8,6,15,18,N
2430092,02,15,2010,596000,3,8,6,3,1,N
1630111,07,31,1998,94500,3,3,2,3,1,N
1487884,05,30,1996,62000,3,3,2,3,1,N
2809560,07,13,2016,875000,1,7,6,3,1,N
2809560,07,13,2016,875000,1,7,6,3,1,N
2809560,07,13,2016,875000,1,7,6,3,1,N
2809560,07,13,2016,875000,1,7,6,3,1,N
2809560,07,13,2016,875000,1,7,6,3,1,N
2809560,07,13,2016,875000,1,7,6,3,1,N
2290237,06,05,2007,0,3,8,6,15,11,N
2350350,06,05,2008,236775,2,3,2,3,1,N
2960367,10,23,2018,355000,11,8,6,3,1,N
1847050,10,10,2001,0,3,8,6,15,13,N
1721341,11,10,1999,544000,2,8,6,3,1,N
2560962,08,21,2012,0,3,8,6,15,13,N
1673105,03,05,1999,407245,2,8,6,3,1,N
1456097,11,09,1995,205000,3,8,6,3,18,N
1676320,03,29,1999,242000,3,3,2,3,1,N
1727464,12,10,1999,212000,3,8,6,3,1,N
1555207,07,09,1997,0,3,8,6,15,10,N
2754967,09,01,2015,634900,2,3,2,3,1,N
2021024,05,03,1999,0,3,8,6,3,16,N
1676899,03,31,1999,144990,2,3,2,3,1,N
1687280,05,24,1999,0,3,0,0,15,16,N
3004301,08,01,2019,1396000,11,8,6,3,1,N
678855,06,06,1982,0,3,8,0,15,9, 
2647553,12,20,2013,486000,3,2,7,3,1,N
2112339,03,18,2005,189500,3,3,2,3,1,N
1018536,08,26,1988,160000,3,8,0,2,1,N
3079115,10,19,2020,0,11,8,6,2,18,N
1299097,03,19,1993,127500,3,8,0,2,1,N
2605517,05,10,2013,127600,3,8,6,3,1,N
1562988,08,22,1997,425000,3,8,6,3,1,N
1158845,09,28,1990,84950,3,3,0,2,1,N
2411560,09,28,2009,5000,3,3,2,3,1,N
2111495,03,29,2005,294900,4,8,6,3,1,N
2606714,05,15,2013,183000,3,3,2,3,1,N
1978424,08,01,2003,425000,3,8,6,15,14,N
2685796,08,13,2014,0,3,8,6,15,13,N
2434184,03,23,2010,217000,3,8,6,3,1,N
1406258,11,22,1994,162000,3,8,6,2,1,N
1472352,02,26,1996,122500,1,7,6,3,1,N
1472352,02,26,1996,122500,1,7,6,3,1,N
1920383,10,28,2002,530000,3,8,6,3,1,N
3004196,08,01,2019,590000,11,8,6,3,1,N
1638269,09,14,1998,597000,1,1,0,3,1,N
2159783,09,29,2005,251000,3,3,2,15,1,N
1643142,09,24,1998,2332500,3,8,11,3,1,N
2852686,03,01,2017,655000,11,8,6,3,1, 
2815297,08,08,2016,600000,11,8,6,3,1, 
2812120,07,20,2016,230000,3,3,2,3,1,N
2226904,07,28,2006,350000,3,8,6,3,1,N
1779600,09,22,2000,330000,2,3,2,3,5,N
2323618,12,03,2007,0,3,3,2,15,13,N
1728918,12,08,1999,0,3,3,2,15,10,N
2287158,05,22,2007,528900,3,8,6,3,1,N
2041661,05,12,2004,0,3,8,6,15,11,N
801830,03,22,1984,95000,3,8,0,2,1, 
3072261,09,25,2020,0,11,8,6,15,18,N
1234787,03,09,1992,0,3,8,0,15,9,N
1821516,05,25,2001,290000,3,8,6,3,1,N
2997693,05,02,2019,0,11,8,6,15,1,N
1767405,07,25,2000,173000,3,8,6,3,1,N
2466809,11,09,2010,0,3,3,2,18,4,N
1406219,11,29,1994,240000,2,8,6,2,1,N
2199242,03,27,2006,0,3,8,6,15,5,N
2269105,02,27,2007,440000,3,8,6,3,1,N
1335058,09,17,1993,0,3,8,6,15,9,N
2385365,03,26,2009,0,3,8,6,24,8,N
1791501,12,04,2000,385500,2,8,6,3,1,N
1367378,03,28,1994,0,1,7,0,11,18,N
1367378,03,28,1994,0,1,7,0,11,18,N
1367378,03,28,1994,0,1,7,0,11,18,N
1367378,03,28,1994,0,1,7,0,11,18,N
1367378,03,28,1994,0,1,7,0,11,18,N
1367378,03,28,1994,0,1,7,0,11,18,N
1571316,12,30,1966,0,3,0,0,15,11,N
2535151,03,13,2012,130000,3,8,6,3,1,N
1644292,10,08,1998,153500,3,8,6,3,1,N
2927903,04,23,2018,259950,3,3,2,3,1,N
2210825,05,25,2006,430000,3,8,6,3,1,N
2701762,11,17,2014,0,3,3,2,15,18,N
1373394,05,02,1994,73000,1,7,6,2,1,N
2208063,05,16,2006,529000,3,8,6,3,1,N
2165820,10,24,2005,499000,2,8,6,3,1,N
2982075,03,01,2019,667950,2,8,6,22,1,N
788501,08,10,1984,0,3,2,7,15,18, 
1362714,01,21,1994,0,4,8,0,2,9,N
1814203,04,09,2001,139990,3,3,2,3,1,N
2092838,12,22,2004,207950,3,8,6,3,1,N
2191905,03,09,2006,0,3,8,6,15,13,N
2191905,03,09,2006,0,3,8,6,15,13,N
2191905,03,09,2006,0,3,8,6,15,13,N
2340890,04,01,2008,392000,3,8,6,3,1,N
1828472,06,28,2001,126075,3,8,6,2,18,N
2055358,07,13,2004,162000,3,8,6,3,1,N
1698770,07,07,1999,129000,3,9,6,3,1,N
2380231,02,16,2009,0,3,8,6,15,14,N
1590099,01,21,1998,165000,3,8,6,3,1,N
2424016,10,12,2009,0,3,8,6,3,16,N
1812430,04,16,2001,0,3,8,6,15,10,N
1466893,12,11,1995,0,3,8,6,15,8,N
1488933,05,16,1996,0,3,8,6,15,14,N
2522726,12,05,2011,332527,3,8,6,3,18,N
2560890,08,20,2012,422924,3,8,6,18,4,N
1461242,12,15,1995,132500,2,3,2,3,1,N
2631088,08,26,2013,498000,3,8,6,3,1, 
2453057,07,22,2010,152000,3,3,2,22,1,N
2671782,06,05,2014,290000,3,8,6,2,18,N
2671782,06,05,2014,290000,3,8,6,2,18,N
1743209,03,24,2000,400000,0,0,6,3,1,N
1787580,11,15,2000,202000,3,8,6,3,1,N
1394512,09,07,1994,0,3,8,0,15,18,N
2116427,04,08,2005,0,3,8,6,15,11,N
2212573,05,23,2006,325000,2,8,6,3,1,N
2631312,09,19,2013,470000,3,8,6,3,1, 
2991641,05,31,2019,225000,11,8,6,3,1,N
1808314,03,01,2001,2605,3,8,2,15,14,N
1885216,01,25,2002,0,3,8,6,15,11,N
1631680,07,29,1998,37000,0,0,0,0,0, 
1225914,01,02,1992,57000,3,3,2,2,1,N
2244430,10,10,2006,474505,2,8,6,3,1,N
1453757,10,16,1995,109000,3,3,2,3,1,N
2811684,07,21,2016,0,3,8,6,15,10,N
1815689,04,30,2001,350000,3,8,6,3,1,N
2426699,01,21,2010,112000,3,8,6,22,1,N
2426699,01,21,2010,112000,3,8,6,22,1,N
2485599,08,03,2010,0,3,3,2,27,5,N
2886608,08,11,2017,421000,11,8,6,3,1,N
1286815,12,30,1992,0,3,8,0,15,9,N
1314208,06,08,1993,149950,3,8,0,2,1,N
2034346,04,15,2004,219500,3,8,6,3,1,N
2250476,11,10,2006,0,3,8,6,2,5,N
2489869,04,22,2011,795000,3,8,6,4,1,N
3040676,03,26,2020,13000000,3,2,7,15,18,N
3040676,03,26,2020,13000000,3,2,7,15,18,N
3040676,03,26,2020,13000000,3,2,7,15,18,N
3040676,03,26,2020,13000000,3,2,7,15,18,N
3040676,03,26,2020,13000000,3,2,7,15,18,N
2288090,05,17,2007,0,3,8,6,15,10,N
2361335,08,19,2008,596500,3,8,6,3,1,N
1385231,12,22,1993,0,3,8,6,2,16,N
2969521,12,31,2018,505000,11,8,6,3,1,N
3065780,07,30,2020,0,11,8,6,15,18,N
2255592,12,13,2006,252400,1,1,7,26,4,N
2824902,09,22,2016,1895000,11,8,6,3,1, 
1901411,07,26,2002,325000,3,8,6,3,1,N
2796613,05,16,2016,2210000,3,2,7,3,1,N
1686853,05,14,1999,0,0,3,2,15,14,N
1962144,05,13,2003,290000,3,8,6,3,1,N
1127846,03,26,1990,84025,2,8,0,2,1,N
2584622,01,11,2013,0,3,3,2,2,18,N
2440255,04,29,2010,1300000,3,8,6,3,1,N
2440255,04,29,2010,1300000,3,8,6,3,1,N
2645919,12,13,2013,438610,1,8,6,3,1,N
1229071,01,15,1992,310000,3,8,6,2,1,N
2551583,06,22,2012,740000,3,8,6,3,1,N
735218,07,28,1983,42000,1,7,0,2,1, 
3048523,05,20,2020,515000,11,8,6,2,1,N
3048305,05,20,2020,184650,3,3,2,3,1,N
2446646,06,14,2010,610000,1,8,6,3,1,N
2961424,10,26,2018,824995,3,8,6,3,1,N
1197828,06,13,1991,247000,3,8,0,2,8,N
1311772,06,02,1993,131000,3,8,0,2,1,N
1552492,06,28,1997,0,3,0,4,15,10,N
2240149,09,20,2006,264900,3,8,6,3,1,N
2498628,06,07,2011,143000,3,8,6,4,1,N
2633132,08,15,2013,228000,4,9,6,27,4,N
1639138,09,17,1998,209000,3,8,6,3,1,N
1686122,05,15,1999,101541,3,8,6,15,14,N
993325,04,01,1988,420000,3,8,0,2,1,N
1775066,09,01,2000,0,3,8,6,15,14,N
3052376,06,12,2020,1324267,2,8,6,3,1,N
1324179,08,09,1993,318456,3,8,0,18,4,N
2973115,02,01,2019,0,11,8,6,15,1,N
3020509,11,14,2019,0,11,8,6,15,1,N
1844133,09,20,2001,0,3,8,6,15,18,N
2892151,04,28,2010,0,3,8,6,3,16,N
2363338,09,02,2008,940000,3,8,6,3,1,N
2956682,10,10,2018,0,1,1,7,27,18,N
2633764,09,20,2013,0,3,8,6,15,11,N
2600474,04,15,2013,233000,3,8,6,22,18,N
2688536,08,19,2014,2300000,3,8,6,3,1,N
1479738,04,15,1996,295000,3,8,6,3,1,N
2891528,09,22,2017,690000,3,8,6,3,1,N
2308840,08,30,2007,359000,3,8,6,3,1,N
1412988,09,02,1994,0,3,8,0,15,9,N
2636541,10,15,2013,630000,3,8,6,3,1,N
1715369,10,07,1999,220228,2,8,6,3,1,N
2526964,12,28,2011,0,1,7,6,19,8,N
1918644,10,18,2002,0,3,8,6,15,18,N
1275376,10,27,1992,104250,3,8,0,2,1,N
2647857,11,21,2013,239632,3,8,6,3,4,N
1452461,08,04,1995,0,3,8,0,15,10,N
2287386,05,29,2007,0,3,2,6,15,5,N
1294110,02,10,1993,108000,4,9,0,2,1,N
1957213,04,15,2003,0,0,8,6,15,5,N
2036782,04,22,2004,329268,3,8,6,3,1,N
1511400,10,22,1996,0,3,8,6,15,10,N
1403161,11,04,1994,44000,1,7,0,2,1,N
2177856,10,30,2005,0,3,8,6,24,8,N
2912477,01,20,2018,0,3,3,2,15,18,N
2183115,01,20,2006,0,3,8,6,15,5,N
3014783,10,04,2019,479950,3,8,6,3,1,N
1925548,12,03,2002,0,3,3,2,15,10,N
945054,05,22,1987,60000,3,3,0,2,1,N
1609600,04,30,1998,30000,1,7,6,3,8,N
1324264,08,10,1993,132000,3,8,0,2,1,N
2236660,09,12,2006,468356,2,8,6,3,1,N
3093586,06,20,2020,0,14,3,2,15,18,N
1708947,09,01,1999,0,3,8,6,15,14,N
1398133,07,01,1994,2000,0,0,0,0,0, 
2788454,03,24,2016,572500,3,8,6,3,1,N
2926120,04,17,2018,2900000,91,7,6,3,1,N
2864785,05,04,2017,0,3,7,6,15,10,N
2543654,05,09,2012,0,3,8,6,15,13,N
2268788,02,28,2007,0,3,8,6,15,10,N
2413431,10,19,2009,0,3,8,6,15,5,N
2203375,04,21,2006,365000,3,8,6,3,1,N
1453355,10,19,1995,109136,3,8,6,3,0,N
2200802,04,06,2006,0,3,8,6,15,18,N
2292059,06,11,2007,370750,3,8,6,3,12,N
3036677,03,02,2020,0,3,8,6,15,18,N
1832433,07,26,2001,431000,3,8,6,3,1,N
1271442,09,15,1992,0,3,8,0,15,9,N
1751303,01,01,1998,0,3,8,6,15,16,N
2407785,09,02,2009,0,3,8,6,15,11,N
2262967,01,30,2007,0,1,7,6,15,18,N
2531887,02,08,2012,0,3,3,2,15,14,N
2531887,02,08,2012,0,3,3,2,15,14,N
2531887,02,08,2012,0,3,3,2,15,14,N
1373002,03,23,1994,0,3,8,0,15,18,N
1637302,09,02,1998,186050,3,8,6,3,1,N
2020250,02,24,2004,280000,3,8,6,3,1,N
1018659,08,25,1988,53500,3,8,0,2,1,N
1181903,03,28,1991,85000,3,3,0,2,1,N
2569441,10,12,2012,0,3,3,2,15,13,N
2949556,08,23,2018,716000,3,8,6,3,1,N
1615967,05,28,1998,20000,1,7,6,3,1,N
2745452,07,23,2015,762500,3,8,6,3,1, 
2345754,04,29,2008,228850,3,3,2,3,1,N
1339159,10,19,1993,925000,3,8,0,2,1,N
1492130,06,17,1996,80000,3,8,6,3,1,N
1830271,07,05,2001,402100,2,3,2,3,1,N
1682713,04,29,1999,0,3,2,6,26,8,N
912066,11,20,1986,94500,3,8,0,2,1,N
839817,08,27,1985,98000,3,8,0,2,1, 
1109456,01,05,1990,262000,3,2,0,2,1,N
1669258,02,22,1999,3240000,1,7,6,3,1,N
1669258,02,22,1999,3240000,1,7,6,3,1,N
1669258,02,22,1999,3240000,1,7,6,3,1,N
1669258,02,22,1999,3240000,1,7,6,3,1,N
1669258,02,22,1999,3240000,1,7,6,3,1,N
1669258,02,22,1999,3240000,1,7,6,3,1,N
1669258,02,22,1999,3240000,1,7,6,3,1,N
1669258,02,22,1999,3240000,1,7,6,3,1,N
1669258,02,22,1999,3240000,1,7,6,3,1,N
1669258,02,22,1999,3240000,1,7,6,3,1,N
1611885,05,11,1998,176000,3,8,6,3,1,N
1242916,04,17,1992,0,3,8,0,15,9,N
2024749,03,12,2004,0,3,3,2,15,13,N
1959836,05,19,2003,270000,3,8,6,3,1,N
1651355,11,19,1998,59208,3,8,6,15,14,N
2675634,06,20,2014,0,3,3,2,15,13,N
2301503,07,13,2007,385000,3,8,6,3,1,N
2394059,05,17,2009,0,3,8,6,15,10,N
1484386,04,26,1996,102000,0,0,0,18,4,N
2117240,04,20,2005,225000,3,8,6,3,1,N
1230514,11,28,1991,1500,1,8,0,15,18,N
2649195,01,07,2014,0,3,8,6,15,5,N
2128701,06,03,2005,375000,0,8,6,3,6,N
1818548,05,11,2001,0,3,8,6,15,10,N
2396294,06,23,2009,388000,3,8,6,3,1,N
1818246,05,14,2001,168000,3,8,6,3,1,N
2277375,04,05,2007,634950,3,8,6,3,1,N
1367218,04,01,1994,96500,3,3,0,2,1,N
2570107,10,17,2012,124000,3,8,6,4,18, 
1736368,02,10,2000,0,3,8,6,15,10,N
3004364,08,08,2019,457000,11,8,6,3,1,N
2851619,02,28,2017,665000,11,8,6,3,1, 
1194658,05,09,1991,0,3,8,0,15,9,N
1211407,10,01,1991,304000,2,8,0,2,1,N
2882015,07,17,2015,0,3,8,6,15,1,N
1867616,02,07,2002,192950,3,8,6,3,1,N
2321416,11,19,2007,0,3,8,6,15,18,N
1351725,12,23,1993,172950,2,3,0,2,1,N
2695514,10,14,2014,505888,2,8,6,3,1,N
1178663,02,27,1991,0,3,8,6,15,9,N
2171112,11,17,2005,354500,3,8,6,3,1,N
1989028,09,17,2003,179000,3,8,6,3,1,N
2208387,05,19,2006,1250000,3,8,6,4,5,N
2512278,09,23,2011,435000,3,8,6,3,1,N
1691054,06,08,1999,335000,3,8,6,3,1,N
1800600,02,01,2001,0,3,8,6,15,10,N
2786401,03,24,2016,50000,3,8,6,15,18,N
2413090,10,14,2009,535000,2,8,6,3,1,N
1256578,06,26,1992,239000,3,8,0,2,1,N
1393281,08,25,1994,148900,3,8,6,2,1,N
1840017,08,27,2001,167500,3,8,6,3,1,N
2021926,03,01,2004,1575000,3,8,6,3,1,N
1986118,09,01,2003,227870,2,8,6,3,1,N
1826275,06,23,2001,51100,3,8,6,15,1,N
2472910,07,14,2009,0,3,8,6,15,5,N
1774890,08,26,2000,0,3,8,6,15,5,N
1588489,01,05,1998,0,1,7,6,15,14,N
1376725,05,24,1994,152000,3,8,0,2,1,N
1624305,06,24,1998,0,3,8,6,15,11,N
3107418,03,23,2021,897000,11,8,6,2,1,N
1405663,11,22,1994,112500,3,8,6,2,1,N
2326726,12,28,2007,0,3,8,6,15,14,N
2156772,09,09,2005,179950,2,3,2,3,1,N
2439848,04,30,2010,246900,3,8,6,22,18,N
2943148,07,04,2018,663000,2,8,6,3,1,N
862800,02,06,1986,0,3,8,6,15,9, 
1683476,04,30,1999,0,0,0,0,15,0, 
2423570,07,17,2009,0,3,9,6,15,10,N
2702541,11,04,2014,374000,3,8,6,3,1,N
2536787,03,19,2012,69000,3,3,2,4,1,N
2384649,03,24,2009,203000,3,3,2,3,1,N
2543955,05,08,2012,774990,3,8,6,3,1, 
1678694,04,07,1999,275000,3,8,6,3,1,N
2181585,01,12,2006,0,2,3,2,15,10,N
1766378,07,14,2000,0,3,8,6,2,5,N
2271907,03,09,2007,270000,3,8,6,3,1,N
2908928,12,22,2017,390000,3,3,2,3,18,N
1424647,04,03,1995,0,3,8,0,15,18,N
2107868,03,10,2005,0,3,8,6,15,13,N
2825381,09,18,2016,285000,12,8,6,3,1, 
1627077,04,28,1998,0,3,8,6,15,5,N
2208100,05,16,2006,311000,3,8,6,3,1,N
2533165,03,01,2012,777000,3,8,6,3,1, 
2074747,09,30,2004,0,4,9,6,15,14,N
1820659,05,04,2001,319950,3,8,6,3,1,N
2389146,03,20,2009,0,3,3,2,18,4,N
2040262,05,19,2004,900000,3,8,6,3,1,N
2168691,11,01,2005,300000,3,3,2,3,1,N
2176138,12,09,2005,435000,3,8,6,3,1,N
1821859,06,01,2001,0,3,8,6,15,18,N
2111443,03,24,2005,165000,3,3,2,3,1,N
1453667,10,25,1995,0,3,8,6,3,16,N
2132398,05,19,2005,0,3,8,6,15,5,N
1958797,05,01,2003,757048,3,8,6,3,1,N
1297195,02,16,1993,0,3,2,0,15,18,N
1680990,04,06,1999,0,1,7,6,15,18,N
1680990,04,06,1999,0,1,7,6,15,18,N
2696317,10,15,2014,315000,3,8,6,3,1,N
2283090,04,26,2007,0,3,8,6,24,8,N
2439397,04,21,2010,263500,3,8,6,3,1,N
2259257,12,27,2006,225000,3,8,6,3,1,N
2887400,08,11,2017,1085000,3,8,6,3,1,N
1376494,05,19,1994,152465,2,8,6,2,1,N
2587823,12,03,2012,0,3,8,6,15,5,N
2924591,04,06,2018,854000,3,8,6,3,1,N
2573403,11,04,2012,170000,3,8,6,3,8, 
1582647,12,01,1997,20000,3,8,6,2,1,N
1710890,09,09,1999,82594,3,3,2,3,1,N
1583926,12,16,1997,197500,3,3,2,3,1,N
2270149,03,06,2007,180903,2,3,2,3,1,N
1660741,01,04,1999,153000,3,8,11,3,1,N
1848170,10,03,2001,185000,3,8,6,3,1,N
2494875,05,19,2011,1375000,3,8,6,3,1, 
1980419,08,08,2003,1950000,3,8,6,3,5,N
1310499,05,20,1993,0,3,8,0,15,9,N
892953,08,04,1986,0,3,8,0,2,18,N
892953,08,04,1986,0,3,8,0,2,18,N
2857176,03,28,2017,0,3,8,6,15,10,N
1681957,04,21,1999,219000,2,8,0,3,1,N
2548432,06,13,2012,620000,2,8,6,3,1,N
2817947,08,16,2016,4296250,13,2,7,3,1,N
2899328,10,26,2017,307180,3,3,2,3,1,N
1322444,07,27,1993,154500,3,3,0,2,1,N
2523251,12,09,2011,121000,3,3,2,3,1,N
1778248,09,26,2000,0,3,8,6,15,11,N
2809480,07,13,2016,1480700,2,3,2,3,1,N
2068898,09,02,2004,249990,3,3,2,3,1,N
1686934,05,12,1999,300000,3,8,6,3,1,N
1021200,09,08,1988,75000,3,8,0,2,1,N
2453298,08,05,2010,326950,2,8,6,3,1,N
2957224,10,10,2018,0,3,8,6,15,10,N
2400474,07,17,2009,0,3,8,6,18,4,N
2993089,06,08,2019,877000,11,8,6,3,1,N
1833597,08,01,2001,0,3,8,6,15,14,N
1986503,09,04,2003,0,3,3,2,15,13,N
2042152,05,14,2004,364000,3,8,6,3,1,N
2945721,07,16,2018,1200000,3,8,6,3,1,N
1938951,01,17,2003,70618,3,8,6,15,12,N
2849570,02,15,2017,575000,11,8,6,3,1, 
1664614,01,13,1999,279990,2,3,2,3,1,N
1584829,12,17,1997,0,1,0,4,3,18,N
1584829,12,17,1997,0,1,0,4,3,18,N
1584829,12,17,1997,0,1,0,4,3,18,N
2325679,12,13,2007,465327,2,8,6,3,1,N
2234420,07,08,2006,0,3,3,2,15,1,N
2796535,05,12,2016,200000,3,8,6,3,1,N
2796535,05,12,2016,200000,3,8,6,3,1,N
2510833,07,12,2011,0,3,3,2,3,18,N
2550124,06,14,2012,445000,3,8,6,3,1,N
1374163,03,01,1993,0,0,0,0,2,0, 
2625306,08,15,2013,385000,3,8,6,3,1,N
2761657,10,14,2015,182000,3,8,6,3,1,N
2761657,10,14,2015,182000,3,8,6,3,1,N
1474107,03,04,1996,124500,2,3,2,3,1,N
2363194,09,05,2008,630000,3,8,6,3,1,N
2240798,09,15,2006,0,3,3,2,3,1,N
963316,09,04,1987,0,1,7,0,15,18,N
2840203,12,16,2016,243500,14,3,2,3,1, 
1921942,10,25,2002,375000,3,3,2,3,1,N
2954631,09,24,2018,510000,11,8,6,3,1,N
2731886,05,21,2015,275000,3,8,6,3,1,N
2714203,02,11,2015,454000,3,8,6,3,1,N
1287219,12,28,1992,0,3,8,0,15,9,N
2384609,02,24,2009,0,3,8,6,15,18,N
2089824,12,03,2004,0,3,8,6,18,18,N
1588679,01,13,1998,0,1,1,11,3,14,N
1675769,03,26,1999,310800,2,8,6,3,1,N
1384856,05,01,1994,0,0,0,0,2,0, 
1327533,08,23,1993,200000,1,7,0,2,1,N
1327533,08,23,1993,200000,1,7,0,2,1,N
1327533,08,23,1993,200000,1,7,0,2,1,N
1327533,08,23,1993,200000,1,7,0,2,1,N
2774687,12,22,2015,1050000,3,8,6,3,1,N
1967138,06,19,2003,225950,2,8,6,3,1,N
2330248,01,09,2008,0,3,2,11,15,18,N
1269806,09,23,1992,255000,3,8,6,2,1,N
1130393,04,06,1990,0,3,8,0,2,17,N
2633256,09,04,2013,873500,3,8,6,3,1,N
2396281,06,23,2009,0,3,8,6,15,13,N
2396281,06,23,2009,0,3,8,6,15,13,N
1877252,03,27,2002,0,3,8,6,15,14,N
2028803,03,29,2004,0,3,8,6,15,1,N
2169877,10,20,2005,0,3,8,6,15,18,N
1743137,03,23,2000,159950,2,3,2,3,1,N
2860086,04,17,2017,831500,11,8,6,3,1, 
1497273,06,28,1996,0,3,8,6,15,11,N
2484220,03,24,2011,1150000,3,8,6,3,1,N
2590285,02,12,2013,529900,2,8,6,3,1, 
2302497,07,30,2007,672200,3,8,6,3,1,N
892003,08,07,1986,272000,2,8,0,2,1,N
1744226,03,20,2000,227950,3,8,6,3,1,N
1828981,06,22,2001,0,3,8,6,15,10,N
2704084,12,04,2014,0,3,8,6,15,4,N
2704084,12,04,2014,0,3,8,6,15,4,N
1897463,07,05,2002,92500,3,3,2,3,1,N
1636024,08,18,1998,262500,3,8,6,3,5,N
688830,09,16,1982,103000,1,2,7,2,0, 
688830,09,16,1982,103000,1,2,7,2,0, 
1370703,04,19,1994,0,2,3,0,15,9,N
2446826,06,15,2010,0,3,8,6,15,10,N
748979,10,28,1983,0,3,8,6,15,9, 
2524326,12,22,2011,0,3,8,6,15,5,N
2334973,02,07,2008,342950,3,8,6,3,1,N
2695037,10,01,2014,920000,2,8,6,3,1,N
2373556,12,04,2008,0,3,8,6,15,10,N
1699521,07,20,1999,177990,2,3,2,3,1, 
2286323,04,16,2007,0,1,7,6,26,18,N
1864554,01,18,2002,240000,3,8,6,3,1,N
3106175,03,12,2021,990000,11,8,6,2,1,N
1971346,06,18,2003,120500,3,8,6,18,18,N
1968126,06,16,2003,0,3,8,6,15,13,N
2983560,04,18,2019,199950,3,3,2,3,1,N
1161211,10,18,1990,134475,3,8,0,2,1,N
1906195,08,16,2002,259950,3,8,6,3,1,N
1708949,09,01,1999,210000,3,3,2,3,1,N
768034,04,05,1984,60000,3,8,0,2,1, 
2796321,02,18,2016,0,3,3,2,15,10,N
2967076,09,28,2018,0,1,8,6,27,18,N
2652597,01,29,2014,294500,3,3,2,3,1,N
2833211,11,08,2016,349900,11,8,6,3,1, 
2190578,02,03,2006,273750,3,3,2,3,1,N
2134306,06,20,2005,5400000,1,8,6,3,1,N
2134306,06,20,2005,5400000,1,8,6,3,1,N
2134306,06,20,2005,5400000,1,8,6,3,1,N
2134306,06,20,2005,5400000,1,8,6,3,1,N
2134306,06,20,2005,5400000,1,8,6,3,1,N
2134306,06,20,2005,5400000,1,8,6,3,1,N
2134306,06,20,2005,5400000,1,8,6,3,1,N
2134306,06,20,2005,5400000,1,8,6,3,1,N
2134306,06,20,2005,5400000,1,8,6,3,1,N
1491440,06,17,1996,75450,3,3,2,3,1,N
2343664,04,23,2008,0,3,8,6,18,4,N
2565855,09,23,2012,425000,3,8,6,3,1, 
2731512,05,15,2015,0,3,8,6,15,13,N
2825689,09,27,2016,0,3,3,2,15,10,N
2663359,04,16,2014,0,3,8,6,15,10,N
1662736,01,08,1999,409135,2,8,0,3,1,N
1660303,01,03,1999,158000,3,8,6,2,1,N
1411879,01,06,1995,0,3,8,6,2,18,N
1384871,07,08,1994,0,3,8,6,15,18,N
1679196,04,15,1999,99500,3,9,6,3,5,N
1711620,08,27,1999,0,3,8,6,15,10,N
1883237,03,14,2002,0,6,3,2,15,11,N
2389678,05,04,2009,235000,3,8,6,3,1,N
2564468,09,13,2012,210000,3,8,6,18,4,N
2411408,09,28,2009,0,3,8,6,27,18,N
3094020,12,27,2020,725000,11,8,6,2,1,N
1500813,08,05,1996,0,3,8,6,15,5,N
2237023,09,13,2006,301500,3,8,6,3,1,N
2026825,12,05,2003,0,3,8,6,15,12,N
1510505,10,10,1996,0,3,8,6,15,11,N
2057524,07,21,2004,171500,3,3,2,3,1,N
2127610,05,18,2005,800000,3,8,6,3,1,N
2223855,07,18,2006,720000,3,8,6,3,1,N
2357291,07,22,2008,98000,1,7,6,3,5,N
1977609,07,23,2003,0,3,8,6,7,10,N
1614810,05,19,1998,0,3,8,6,15,13,N
814597,03,13,1985,140000,2,8,0,2,1, 
2536590,03,07,2012,281500,2,2,7,3,1,N
3003004,07,29,2019,629990,11,8,6,3,1,N
1729547,12,21,1999,0,1,3,2,15,5,N
2218667,06,28,2006,580000,3,8,6,3,1,N
2007778,10,15,2003,0,3,8,6,15,5,N
1768399,07,06,2000,0,3,8,6,15,18,N
2145012,07,27,2005,0,3,3,2,15,10,N
